evidence_id,target_id,source_kind,source_id,disease_id,relation_kind
imev_cce6c12104328869,target_2ad7080e730d06a4,image_modal_evidence,imev_cce6c12104328869,STAD,target
imev_cce6c12104328869,target_6ef4c54890d49550,image_modal_evidence,imev_cce6c12104328869,STAD,pathway
imev_ba3fb1db69bcc7fd,target_5d3f94ef07cbc00a,image_modal_evidence,imev_ba3fb1db69bcc7fd,STAD,target
imev_ba3fb1db69bcc7fd,target_1416fc3e3932fc67,image_modal_evidence,imev_ba3fb1db69bcc7fd,STAD,pathway
imev_78ac0b0239a39b44,target_2ad7080e730d06a4,image_modal_evidence,imev_78ac0b0239a39b44,STAD,target
imev_78ac0b0239a39b44,target_6ef4c54890d49550,image_modal_evidence,imev_78ac0b0239a39b44,STAD,pathway
imev_739160077647be5c,target_5d3f94ef07cbc00a,image_modal_evidence,imev_739160077647be5c,STAD,target
imev_739160077647be5c,target_1416fc3e3932fc67,image_modal_evidence,imev_739160077647be5c,STAD,pathway
imev_da4206b9f44fcfb2,target_dddfbff9eee87717,image_modal_evidence,imev_da4206b9f44fcfb2,STAD,target
imev_da4206b9f44fcfb2,target_6ef4c54890d49550,image_modal_evidence,imev_da4206b9f44fcfb2,STAD,pathway
imev_434f261f165ea5ee,target_dddfbff9eee87717,image_modal_evidence,imev_434f261f165ea5ee,STAD,target
imev_434f261f165ea5ee,target_6ef4c54890d49550,image_modal_evidence,imev_434f261f165ea5ee,STAD,pathway
imev_26f8be1d83e88285,target_4e1d9dd16741fc6d,image_modal_evidence,imev_26f8be1d83e88285,STAD,target
imev_26f8be1d83e88285,target_1416fc3e3932fc67,image_modal_evidence,imev_26f8be1d83e88285,STAD,pathway
imev_f194b28904727216,target_4e1d9dd16741fc6d,image_modal_evidence,imev_f194b28904727216,STAD,target
imev_f194b28904727216,target_1416fc3e3932fc67,image_modal_evidence,imev_f194b28904727216,STAD,pathway
imev_7428826ed24e7773,target_3165b529a3f7ff92,image_modal_evidence,imev_7428826ed24e7773,STAD,target
imev_7428826ed24e7773,target_1416fc3e3932fc67,image_modal_evidence,imev_7428826ed24e7773,STAD,pathway
imev_a9b52a48fabbe973,target_ece5e0315f5669e9,image_modal_evidence,imev_a9b52a48fabbe973,STAD,target
imev_a9b52a48fabbe973,target_6ef4c54890d49550,image_modal_evidence,imev_a9b52a48fabbe973,STAD,pathway
imev_dd3c8f452bafa368,target_e5c04c41e91bed69,image_modal_evidence,imev_dd3c8f452bafa368,STAD,target
imev_dd3c8f452bafa368,target_a24e74dbaef2efa5,image_modal_evidence,imev_dd3c8f452bafa368,STAD,pathway
imev_cc0df289f16aff1f,target_3c06827e22a17060,image_modal_evidence,imev_cc0df289f16aff1f,STAD,target
imev_cc0df289f16aff1f,target_a24e74dbaef2efa5,image_modal_evidence,imev_cc0df289f16aff1f,STAD,pathway
imev_af375b00536154ca,target_5d3f94ef07cbc00a,image_modal_evidence,imev_af375b00536154ca,STAD,target
imev_af375b00536154ca,target_1416fc3e3932fc67,image_modal_evidence,imev_af375b00536154ca,STAD,pathway
imev_2094727079789ac2,target_2ad7080e730d06a4,image_modal_evidence,imev_2094727079789ac2,STAD,target
imev_2094727079789ac2,target_6ef4c54890d49550,image_modal_evidence,imev_2094727079789ac2,STAD,pathway
imev_0a7ed05d438d3da6,target_e5c04c41e91bed69,image_modal_evidence,imev_0a7ed05d438d3da6,STAD,target
imev_0a7ed05d438d3da6,target_a24e74dbaef2efa5,image_modal_evidence,imev_0a7ed05d438d3da6,STAD,pathway
imev_4fae1908a879d1e4,target_5d3f94ef07cbc00a,image_modal_evidence,imev_4fae1908a879d1e4,STAD,target
imev_4fae1908a879d1e4,target_1416fc3e3932fc67,image_modal_evidence,imev_4fae1908a879d1e4,STAD,pathway
imev_4a54b0a4116b9639,target_2ad7080e730d06a4,image_modal_evidence,imev_4a54b0a4116b9639,STAD,target
imev_4a54b0a4116b9639,target_6ef4c54890d49550,image_modal_evidence,imev_4a54b0a4116b9639,STAD,pathway
imev_d4bcf04c2a31f0e4,target_5d3f94ef07cbc00a,image_modal_evidence,imev_d4bcf04c2a31f0e4,STAD,target
imev_d4bcf04c2a31f0e4,target_1416fc3e3932fc67,image_modal_evidence,imev_d4bcf04c2a31f0e4,STAD,pathway
imev_6c698ee9b3810ce5,target_dddfbff9eee87717,image_modal_evidence,imev_6c698ee9b3810ce5,STAD,target
imev_6c698ee9b3810ce5,target_6ef4c54890d49550,image_modal_evidence,imev_6c698ee9b3810ce5,STAD,pathway
imev_a1d03d501148c9e3,target_dddfbff9eee87717,image_modal_evidence,imev_a1d03d501148c9e3,STAD,target
imev_a1d03d501148c9e3,target_6ef4c54890d49550,image_modal_evidence,imev_a1d03d501148c9e3,STAD,pathway
imev_93d6806203729b1c,target_4e1d9dd16741fc6d,image_modal_evidence,imev_93d6806203729b1c,STAD,target
imev_93d6806203729b1c,target_1416fc3e3932fc67,image_modal_evidence,imev_93d6806203729b1c,STAD,pathway
imev_f632516a46e3f23c,target_4e1d9dd16741fc6d,image_modal_evidence,imev_f632516a46e3f23c,STAD,target
imev_f632516a46e3f23c,target_1416fc3e3932fc67,image_modal_evidence,imev_f632516a46e3f23c,STAD,pathway
imev_1c11e61f234caf27,target_3165b529a3f7ff92,image_modal_evidence,imev_1c11e61f234caf27,STAD,target
imev_1c11e61f234caf27,target_1416fc3e3932fc67,image_modal_evidence,imev_1c11e61f234caf27,STAD,pathway
imev_cf85b4fc5bf7637f,target_3c06827e22a17060,image_modal_evidence,imev_cf85b4fc5bf7637f,STAD,target
imev_cf85b4fc5bf7637f,target_a24e74dbaef2efa5,image_modal_evidence,imev_cf85b4fc5bf7637f,STAD,pathway
imev_8d8ebc2e903f1f6e,target_ece5e0315f5669e9,image_modal_evidence,imev_8d8ebc2e903f1f6e,STAD,target
imev_8d8ebc2e903f1f6e,target_6ef4c54890d49550,image_modal_evidence,imev_8d8ebc2e903f1f6e,STAD,pathway
imev_cd562a3f49539389,target_5d3f94ef07cbc00a,image_modal_evidence,imev_cd562a3f49539389,STAD,target
imev_cd562a3f49539389,target_1416fc3e3932fc67,image_modal_evidence,imev_cd562a3f49539389,STAD,pathway
imev_f44978c280b447b1,target_2ad7080e730d06a4,image_modal_evidence,imev_f44978c280b447b1,STAD,target
imev_f44978c280b447b1,target_6ef4c54890d49550,image_modal_evidence,imev_f44978c280b447b1,STAD,pathway
imev_fbacb3ddf197cd2f,target_e5c04c41e91bed69,image_modal_evidence,imev_fbacb3ddf197cd2f,STAD,target
imev_fbacb3ddf197cd2f,target_a24e74dbaef2efa5,image_modal_evidence,imev_fbacb3ddf197cd2f,STAD,pathway
imev_00c68e2f77b70a27,target_5d3f94ef07cbc00a,image_modal_evidence,imev_00c68e2f77b70a27,STAD,target
imev_00c68e2f77b70a27,target_1416fc3e3932fc67,image_modal_evidence,imev_00c68e2f77b70a27,STAD,pathway
imev_d7734775a748fc90,target_2ad7080e730d06a4,image_modal_evidence,imev_d7734775a748fc90,STAD,target
imev_d7734775a748fc90,target_6ef4c54890d49550,image_modal_evidence,imev_d7734775a748fc90,STAD,pathway
imev_1abe69786b322a7f,target_5d3f94ef07cbc00a,image_modal_evidence,imev_1abe69786b322a7f,STAD,target
imev_1abe69786b322a7f,target_1416fc3e3932fc67,image_modal_evidence,imev_1abe69786b322a7f,STAD,pathway
imev_07548e6f3f7fde15,target_dddfbff9eee87717,image_modal_evidence,imev_07548e6f3f7fde15,STAD,target
imev_07548e6f3f7fde15,target_6ef4c54890d49550,image_modal_evidence,imev_07548e6f3f7fde15,STAD,pathway
imev_999ae9bb2db9448b,target_dddfbff9eee87717,image_modal_evidence,imev_999ae9bb2db9448b,STAD,target
imev_999ae9bb2db9448b,target_6ef4c54890d49550,image_modal_evidence,imev_999ae9bb2db9448b,STAD,pathway
imev_e63bd731ab3f183e,target_4e1d9dd16741fc6d,image_modal_evidence,imev_e63bd731ab3f183e,STAD,target
imev_e63bd731ab3f183e,target_1416fc3e3932fc67,image_modal_evidence,imev_e63bd731ab3f183e,STAD,pathway
imev_74f306d5f3dd05d8,target_4e1d9dd16741fc6d,image_modal_evidence,imev_74f306d5f3dd05d8,STAD,target
imev_74f306d5f3dd05d8,target_1416fc3e3932fc67,image_modal_evidence,imev_74f306d5f3dd05d8,STAD,pathway
imev_a7c1ff8d440da4a8,target_3165b529a3f7ff92,image_modal_evidence,imev_a7c1ff8d440da4a8,STAD,target
imev_a7c1ff8d440da4a8,target_1416fc3e3932fc67,image_modal_evidence,imev_a7c1ff8d440da4a8,STAD,pathway
imev_11d11e6cb917c63f,target_3c06827e22a17060,image_modal_evidence,imev_11d11e6cb917c63f,STAD,target
imev_11d11e6cb917c63f,target_a24e74dbaef2efa5,image_modal_evidence,imev_11d11e6cb917c63f,STAD,pathway
imev_977ac9c78d9fa3af,target_ece5e0315f5669e9,image_modal_evidence,imev_977ac9c78d9fa3af,STAD,target
imev_977ac9c78d9fa3af,target_6ef4c54890d49550,image_modal_evidence,imev_977ac9c78d9fa3af,STAD,pathway
